recipe_id,title,date,desc,rating,calories,sodium,fat,protein
19534,Slow-Cooked Onion Salad ,2004-10-21T20:42:42.000Z,"In this rich, sweet salad, we've included not just onions but their relatives in the Allium family — shallots, leeks, garlic, and chives. For meltingly tender results, be sure to peel off the papery outer layer, the leathery second layer, and any paper-thin membranes from the onions, shallots, and leeks.",3.75,237,450,5,6
19535,Creamy Farfalle with Salmon and Peas ,2011-03-14T04:00:00.000Z,"This dish only looks indulgent: A serving has a mere 7 grams of saturated fat, and the pasta and peas help deliver 40 percent of your daily intake of folate, a nutrient that aids the body in forming red blood cells.",3.75,NA,NA,NA,NA
19536,Marinated Eggplant with Capers and Mint ,2008-09-15T16:44:42.000Z,"Sliced thin and broiled, eggplant retains a slight chewiness but still melts in the mouth; a caper and mint vinaigrette brightens everything.",5,182,106,17,1
19537,Black Bottom Banana Cream Pie ,2004-08-20T04:00:00.000Z,NA,3.75,742,49,58,8
19538,Basic Cranberry Sauce ,2006-10-31T20:39:46.000Z,NA,5,208,216,0,0
19539,Roast Turkey with Sage and Sherried Cider Giblet Gravy ,2004-08-20T04:00:00.000Z,NA,4.375,325,517,17,37
19540,Pineapple-Coconut Pie ,2004-08-20T04:00:00.000Z,NA,4.375,360,171,20,4
19541,Grapefruit Sabayon Gratin ,2004-08-20T04:00:00.000Z,NA,4.375,133,4,2,2
19542,Broiled Chicken Over Braised Porcini and Savoy Cabbage ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
19543,Broccoli Slaw with Miso-Ginger Dressing ,2015-07-13T04:00:00.000Z,"Broccoli slaw doesn't have to be the dried-out stuff you find pre-sliced at the grocery store. Instead, we've grated the stems and chopped the florets for a nice combo of textures. The Asian-inspired flavors in this mix can add bright tang as a side to any meal.",3.75,97,466,5,4
19544,"Tomato, Arugula, and Ricotta Salata Salad ",2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,222,211,19,7
19545,Quick Chunky Plum and Cherry Jam ,2005-07-01T16:32:15.000Z,"Serve this jam with scones and tea, spread over pancakes, alongside grilled pork, or swirled into yogurt.",4.375,294,1,1,2
19546,Baked Mustard-Crusted Salmon With Asparagus and Tarragon ,2015-04-06T04:00:00.000Z,"Gently baking salmon in a low-temperature oven ensures a moist and succulent fillet and only takes about 15 minutes. The asparagus cooks on the same baking sheet, making clean-up a breeze.",4.375,486,576,34,38
19547,Butter Pecan Toffee Pumpkin Pie ,2006-10-30T18:26:40.000Z,NA,3.75,NA,NA,NA,NA
19548,NA,NA,NA,NA,NA,NA,NA,NA
19549,Mac & Cheese Cupcakes ,2007-08-16T04:02:48.000Z,NA,3.125,60,90,2,2
19550,Picnic Meat Loaf ,2007-06-05T22:26:45.000Z,NA,1.25,393,248,29,25
19551,Sauteed Chicken with Shallot-Herb Vinaigrette ,2004-08-20T04:00:00.000Z,Begin marinating the chicken breasts at least three hours ahead.,3.125,252,22,20,5
19552,Roasted Beet Soup with Potato and Dill Salad ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
19553,Apricot Frozen Yogurt ,2004-08-20T04:00:00.000Z,We highly recommend using California apricots for this recipe —their intense flavor and color give this frozen yogurt a real boost that's missing when it's made with the Turkish variety.,3.75,234,57,4,5
19554,"Pasta with Chicken, Curly Endive, and Blue Cheese ",2006-12-07T19:53:29.000Z,NA,3.125,NA,NA,NA,NA
19555,Orange Syrup ,2004-08-20T04:00:00.000Z,NA,3.75,252,5,15,1
19556,Root Vegetable Soup Drizzled with Truffle Oil ,2004-08-20T04:00:00.000Z,Pan-roasting the vegetables imparts an earthy sweetness to this dish.,3.125,260,63,10,4
19557,Pear Apple Chutney ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,3.75,248,7,1,2
19558,Cheese Sauce ,2009-06-02T04:00:00.000Z,This recipe originally accompanied Lamb and Eggplant Moussaka .,4.375,NA,NA,NA,NA
19559,White Bean and Halibut Stew ,2007-10-30T14:46:20.000Z,This hearty fish soup get tons of flavor from smoky bacon and fragrant saffron.,4.375,NA,NA,NA,NA
19560,Herbed Lamb Kebabs with Yogurt Sauce ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,3.75,702,402,64,29
19561,Grilled Turmeric and Lemongrass Chicken Wings ,2012-06-13T04:00:00.000Z,Cooking the wings slowly over medium-low coals and turning them often makes for crisp results; the skin will brown while the meat cooks through. Be sure to begin 1 day ahead; the chicken needs to marinate overnight for the flavors to infuse.,3.75,889,1609,64,63
19562,Strawberry Buckle with Lemon-Pistachio Streusel ,2012-10-01T04:00:00.000Z,"James is very proud to have a pastry department at Blue Bottle Coffee. He loves that making our own food gives us control over the customer's entire experience. He has made a big deal about not having what he calls a PBM (perfunctory bran muffin) on his shelves. Well, it turns out that many people really like to have a muffin for breakfast, and customers who came in expecting to find one in the pastry case were disappointed that we didn't have anything resembling a muffin. Knowing full well that ""muffin"" is a euphemism for ""cake for breakfast,"" I decided not to hide it—I developed a buttery, fruit-based cake that we serve in an elegant paper cup.",2.5,4494,3548,253,73
19563,Grilled Zucchini Salad with Purslane and Tomato ,2004-08-20T04:00:00.000Z,NA,3.75,182,407,3,13
19564,Asparagus and Leek Soup ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,317,252,21,11
19565,Mulled Red Wine ,2004-11-16T19:41:34.000Z,The bright cherry flavor of kirsch gives this spiced holiday favorite a fruity kick.,4.375,138,5,0,0
19566,Peas and Potatoes Masala ,2004-08-20T04:00:00.000Z,"Round this out with warm pita bread, rice and carrot pilaf, and some plain yogurt. Mint tea and pistachio baklava are a great finish.",3.125,463,153,23,23
19567,Coconut-Piloncillo Ice Cream with Coconut Tortilla Chips and Fruit Salsa ,2009-11-02T04:00:00.000Z,"Wrap the piloncillo, Mexican brown sugar cones, in a kitchen towel and crush with a hammer to fine crumbs. If you can't find piloncillo, feel free to substitute packed dark brown sugar. Because coconut milk is not a dairy product, this delicious dessert is pareve.",3.125,503,270,25,7
19568,Chicken and Broccoli Alfredo ,2004-08-20T04:00:00.000Z,NA,4.375,1058,819,45,87
19569,Ruffled Pasta with Herbed Ricotta and Pine Nut Brown Butter ,2004-08-20T04:00:00.000Z,"Mafalde, similar to dried lasagne noodles but not nearly as wide, work well in this dish, as do campanelle, the bellflower-shaped pasta shells.",3.125,520,357,21,21
19570,Strawberry Shortcake With Thyme and Whipped Cream ,2016-06-06T15:12:14.844Z,"This impressive, summery, thyme-scented layer cake is easier to pull off than it looks. The genoise-style sponge cake is made with melted butter for a more tender, flavorful base.",3.75,678,180,42,9
19571,Garlicky Doused Shrimp ,2009-10-15T04:00:00.000Z,NA,5,NA,NA,NA,NA
19572,Bean-Thread Noodle and Vegetable Salad ,2004-08-20T12:48:48.000Z,NA,3.125,NA,NA,NA,NA
19573,Mashed Potato and Vegetable Patties with Ginger-Cilantro Chutney ,2006-10-18T20:18:01.000Z,"These showcase all that's great about Indian food: They're vibrant, light, and fragrant. For a spicier patty, add a second stemmed and minced serrano chile.",4.375,209,635,4,8
19574,Chocolate Walnut Biscotti ,2004-08-20T04:00:00.000Z,"This recipe was created to prepare <epi:recipeLink =""14262"">Chocolate Walnut Biscotti with Chocolate Custard Swirls</epi:recipeLink>.",2.5,38,42,2,1
19575,Turkey Piccata with Tarragon Cream ,2004-08-20T04:00:00.000Z,NA,3.125,588,194,48,36
19576,Cucumbers and Dill in Horseradish Cream ,2007-03-20T19:18:47.000Z,NA,3.75,96,359,8,2
19577,Four Seasons Blend ,2014-06-02T04:00:00.000Z,Use this multipurpose seasoning salt for all your summer grilling,0,3,2509,0,0
19578,Feta-Yogurt Sauce ,2004-08-20T04:00:00.000Z,This recipe is an accompaniment for Greek Herbed-Spinach Latkes with Feta-Yogurt Sauce.,5,154,418,11,8
19579,Chicken Under a Brick with Fresh Herb and Garlic Sauce ,2006-10-11T14:34:08.000Z,NA,3.125,288,18,29,3
19580,"Spinach, Ricotta, and Prosciutto Cannelloni ",2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
19581,Hot Cognac Punch ,2004-08-20T20:58:12.000Z,NA,0,133,2,0,1
19582,English Chocolate Trifle with Apricots and Raspberries ,2004-08-20T04:00:00.000Z,A trifle with a few twists: a white chocolate pudding and layers of dark chocolate cream and apricot puree.,5,687,151,37,9
19583,Blueberry Sour Cream Pie ,2004-08-20T04:00:00.000Z,The almond-scented blueberry filling is sprinkled with a pecan topping.,4.375,470,134,27,5
19584,Root Vegetable and Squash Purée ,2004-08-20T04:00:00.000Z,NA,4.375,138,36,4,2
19585,Spicy Shrimp Rémoulade on Molasses-Buttered Toast ,2005-07-01T16:12:22.000Z,"Chilled shrimp in piquant remoulade sauce is a Creole classic. Here, it tops pumpernickel toasts spread with a chili-molasses butter. What to drink: Berry Rum Punch.",4.375,260,416,21,6
19586,Pine Nut Torta with Marsala-Poached Autumn Fruit ,2004-08-20T04:00:00.000Z,"Tuscan sweets tend to be simple and rustic, like this deliciously buttery, moist cake, similar in texture to marzipan. What to drink: Tuscany's famous Vin Santo, a dessert wine made from raisined grapes.",4.375,873,129,34,11
19587,Pumpkin-Apple Streusel Cake ,2004-08-20T04:00:00.000Z,This easy-to-make dessert tastes like pumpkin spice cake and apple crisp baked together.,3.75,537,446,26,7
19588,Apple and Sausage Stuffing ,2004-08-20T04:00:00.000Z,"This delicious stuffing is similar to a savory bread pudding. It's best baked alongside, rather than inside, the bird.",4.375,540,714,38,15
19589,Stir-Fried Tofu and Vine-Ripened Tomatoes ,2005-10-01T04:00:00.000Z,"This recipe is part of a menu developed for Epicurious by Charles Phan, the chef-owner of San Francisco's The Slanted Door.",3.75,768,615,69,25
19590,"Grilled Vegetable Flatbreads Stuffed with Zucchini, Eggplant, and Tomato ",2005-07-05T22:27:30.000Z,"Head north of Sunset, and you will happen upon this live-music supper club tucked away in the hills of tony Bel Air. The swank venue features a stage surrounded by tables where you can spy toe-tapping regulars such as Nicolette Sheridan and Virginia Madsen taking in the soulful jazz tunes. You can make a meal of chef Sharon Funt's delicious flatbread appetizer; each serving provides more than 8 grams of fiber.",3.75,NA,NA,NA,NA
19591,Tartar Sauce ,2004-08-20T04:00:00.000Z,This recipe originally accompanied Ale-Battered Shrimp with Tartar Sauce .,5,152,182,17,0
19592,Turkey Shawarma with Tomato Relish and Tahini Sauce ,2009-06-04T04:00:00.000Z,"Shawarma is the Middle Eastern version of a large vertical shish kebab known as doner kebab in Turkey and gyro in Greece. It's made by impaling layers of meat on an oversize spit with a flat base and roasting the meat in an upright rotisserie. There are at least three advantages to this singular method of cooking. The dripping fat bastes the meat below it; the meat is sliced to order (at least it should be) from the outside, which gives every customer a crusty end cut; and because the crusty meat slices are piled on pita bread with fresh vegetables, pickles, and tahini sauce, you get a whole meal—and a healthful one—in a single sandwich. Traditionally, shawarma was made with lamb, but more and more Israeli grill masters use thinly sliced chicken or turkey. Shawarma is easy to prepare if you have a vertical rotisserie, and somewhat more challenging to adapt to the home grill. But direct-grilling the turkey slices does give you a close approximation of the taste and texture of classic shawarma.",5,488,925,25,36
19593,Tuna Salad on Olive Bread with Arugula ,2004-08-20T04:00:00.000Z,"Complete this one with cherry tomatoes, potato chips, and lemonade.",4.375,403,703,25,19
19594,Rhubarb with Berries and Candied Ginger ,2009-10-15T04:00:00.000Z,NA,0,NA,NA,NA,NA
19595,Apricot-Cream Cheese Tartlets in Macadamia Crust ,2004-08-20T04:00:00.000Z,"The tender nut crust and a vanilla bean syrup make these cheesecake-like tartlets extra special. Top with more nuts, if you like.",3.75,638,114,48,6
19596,Miso-Glazed Chicken Breast with Vegetable Sushi Rice ,2005-07-15T18:50:34.000Z,NA,4.375,NA,NA,NA,NA
19597,Mandarin Chocolate Cake ,2004-08-20T04:00:00.000Z,NA,3.75,628,48,35,8
19598,"Angel Hair Pasta with Peas, Prosciutto, and Lemon ",2004-08-20T04:00:00.000Z,This lemony pasta dish is great with sesame breadsticks and a salad of sliced tomatoes and Vidalia onions in a red-wine vinaigrette. End with hazelnut cookies and a mixed-melon compote splashed with Champagne.,3.75,726,1750,17,39
19599,Smoked Pork Chops with Pineapple-Rosemary Sauce ,2004-08-20T04:00:00.000Z,"We don't recommend doubling the sauce ingredients if you're cooking for more than two people — the sauce will lose its intensity. Instead, you may want to make two batches.",3.75,810,261,46,44
19600,Mint Chocolate Chip Ice-Milk Sandwiches ,2004-08-20T12:48:48.000Z,NA,3.75,346,118,13,5
19601,Corn Bread with Tomato Chutney ,2009-11-10T04:00:00.000Z,"My friend Marvin Woods taught me everything I know about Low-Country cooking, the regional cuisine commonly referred to as soul food. In many ways, soul food is an apt description because there is a lot of soul and spirit and passion that goes into Low-Country cooking—dishes like she-crab soup, catfish stew, shrimp and grits, red rice, hoppin' John, and baked macaroni and cheese. No Low-Country feast would be complete without corn bread.",1.875,NA,NA,NA,NA
19602,"Tamal Verde de Pollo (Tamal with ""Salsa Verde"" and Chicken) ",2012-07-30T04:00:00.000Z,"This recipe is part of the Epicurious Online Cooking School, in partnership with the Culinary Institute of America. To watch it being made, and to learn how to make other Mexican classics, check out the video classes.",5,NA,NA,NA,NA
19603,Grilled Pork Chops with Sour Cherry Sauce ,2004-08-20T04:00:00.000Z,NA,4.375,423,157,19,43
19604,Green Bean and Grape Tomato Salad with Kalamata Vinaigrette ,2004-08-20T04:00:00.000Z,"Grape tomatoes are smaller than cherry tomatoes. If you’re using cherry tomatoes, cut them in half for this dish.",3.75,215,92,19,2
19605,BA's Best Eggplant Parmesan ,2016-10-21T22:26:42.436Z,"Trying to slice into this eggplant Parmesan while it's molten hot creates an oozy mess, so let it rest at room temperature for at least 30 minutes to firm up before serving.",4.375,621,620,43,21
19606,Baltimore Crab Cakes ,2011-07-11T04:00:00.000Z,"Crab cakes are so popular in Baltimore, they're even sold at Oriole Park at Camden Yards. Use lettuce instead of a bun, and serve with a squeeze of lemon.",5,NA,NA,NA,NA
19607,Tuna with Tomato-Basil Sauce ,2004-08-20T04:00:00.000Z,(Tonno alla Livornese),4.375,198,64,5,29
19608,Fresh Carrot Sauce ,2004-08-20T04:00:00.000Z,This is delicious as an accompaniment to cooked shellfish and many white-fleshed fish.,3.75,101,441,8,1
19609,Meatballs with Parsley and Parmesan ,2004-08-20T04:00:00.000Z,"Try these flavorful meatballs on their own, in a tomato sauce or in a submarine sandwich.",4.375,67,155,4,6
19610,3-Ingredient Creamy Pumpkin Pasta ,2016-09-01T14:53:00.000Z,"In Epi's 3-Ingredient Recipes series, we show you how to make great food with just three ingredients (plus staples like oil, salt, and pepper).",0,567,501,16,16
19611,"Turkey, Chicken Liver, and Mushroom Pâté ",2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
19612,Mango-Lemongrass Ice Cream and Blood Orange Sorbet ,2004-08-20T04:00:00.000Z,"Three very trendy ingredients — mango, lemongrass, and blood oranges — all come together in this unique dessert.",3.75,NA,NA,NA,NA
19613,Antipasto Pasta Salad ,2004-08-20T04:00:00.000Z,Active time: 15 min Start to finish: 30 min,4.375,434,1232,37,19
